Poem,Poemstyle
"""క్రమ్మి నిశాచరుల్ సురనికాయములన్ వడిఁదాఁకి వీఁక వా
లమ్ముల తెట్టెలన్ పఱవ నడ్డము వచ్చి జయింతు వండ్రు నిన్
నమ్మిన ముగ్ధలన్ రహితనాథల నక్కట! నేఁడు రెండు మూఁ
డమ్ముల యేటుకాఁ డెగువ నడ్డము రాఁ దగదే కృపానిధీ!""",ఉత్పలమాల
"""అని యిట్లంగన లంచితస్వరముతో నంకించుచుం బాడుచుం
దను ""రావే"" యని చీరి యేడువ జగత్రాణుండు త్రైలోక్య మో
హనుఁడై మన్మథ మన్మథుం డయి మనోజ్ఞాకారియై హారియై
ఘనపీతాంబరధారియై పొడమెఁ దత్కాంతాసమీపంబునన్.""",మత్తేభము
"""ఒక్క లతాంగి మాధవుని యుజ్జ్వలరూపము చూడ్కితీఁగలం
జిక్కఁగఁ బట్టి హృద్గతముఁ జేసి వెలిం జనకుండ నేత్రముల్
గ్రక్కున మూసి మేనఁ బులకంబులు క్రమ్మఁగఁ గౌగలించుచుం
జొక్కములైన లోచవులఁ జొక్కుచు నుండెను యోగి కైవడిన్.""",ఉత్పలమాల
"""మదనోద్దీపితుఁడైన నాథునికి సన్మానంబు గావించుచున్
ముదితల్ హాసవిలోకవిభ్రమములన్ మోదించుచుం జేరి త
త్పదముల్ హస్తతలంబులం బిసుకుచుం బైముట్టుచున్ దూఱుచుం
జదురుల్ పల్కుచుఁ గూర్మి నిట్లనిరి యీషత్కోపదీప్తాస్యలై.""",మత్తేభము
"""నను సేవించుచునున్నవారలకు నే నా రూపముం జూపఁ జూ
చినఁ జాలించి మదించి వారు మది నన్ సేవింపరో యంచు ని
ర్ధనికుం డాత్మధనంబు చెడ్డ నెపుడుం దత్పారవశ్యంబుఁ దా
ల్చిన భంగిన్ ననుఁ బాసి మత్ప్రియుఁడు దాఁ జింతించు నా రూపమున్""",మత్తేభము
"""పాయని గేహశృంఖలలఁ బాసి నిరంతర మత్పరత్వముం
జేయుచు నున్న మీకుఁ బ్రతిజేయ యుగంబుల నైన నేర; నన్
బాయక కొల్చు మానసము ప్రత్యుపకారముగాఁ దలంచి నా
పాయుటఁ దప్పుగాఁ గొనక భామినులార! కృపన్ శమింపరే!""",ఉత్పలమాల
"""ఆ సమయంబునన్ విభుఁ డనంతుఁడు కృష్ణుఁడు చిత్రమూర్తి యై
చేసెను మండలభ్రమణశీల పరస్పరబద్ధబాహు కాం
తా సువిలాసమున్ బహువిధస్ఫురితానన హస్త పాద వి
న్యాసము రాసముం గృతవియచ్చరనేత్ర మనోవికాసమున్.""",ఉత్పలమాల
"""నడుములు వీగియాడఁ, జిఱునవ్వులు నివ్వటిలంగ, హారముల్
సుడివడ, మేఖలల్ వదలఁ, జూడ్కిమెఱుంగులు పర్వ. ఘర్మముల్
పొడమఁ, గురుల్ చలింప, శ్రుతిభూషణముల్ మెఱయన్, సకృష్ణలై
పడతుక లాడుచుం జెలఁగి పాడిరి మేఘతటిల్లతాప్రభన్.""",చంపకమాల
"""యమునా కంకణ చారియై వనజ పుష్పామోద సంచారియై
రమణీఘర్మ నివారియై మదవతీ రాసశ్రమోత్తారియై
ప్రమదామానస నవ్యభవ్యసుఖ సంపత్కారియై చేరి యా
కమలాక్షుం డలరంగ గాలి విసరెం గల్యాణభావంబునన్.""",మత్తేభము
"""ప్రమద యొకర్తు మాధవుఁడు పాడ విపంచి ధరించి కేల సం
భ్రమమునఁ దంత్రి మీటుచుఁ దిరంబుగ ఠాయముచేసి యొక్క రా
గముఁ దగ నాలపించి సుభగస్వరజాతులు వేఱువేఱు కా
నమరఁగఁ బాడెఁ దన్ రమణుఁ డౌనన దారువు లంకురింపఁగన్.""",చంపకమాల
"""సతులుందానును నీటిలో వెడలి భూషా గంధ చేలాద్యలం
కృతుఁడై కుంభికరేణుయూధములతోఁ గ్రీడించు చందంబునన్
లతలందుం దరులందుఁ బుష్పమయ లీలాశయ్యలందున్ సుఖో
న్నతుఁడై కృష్ణుఁడు క్రీడలం దనిపె నా నారీలలామంబులన్.""",మత్తేభము
"""ఘనులై యెవ్వని పాదపంకజపరాగధ్యానసంప్రాప్త యో
గ నిరూఢత్వముచే మునీంద్రులు మహాకర్మంబులం బాసి బం
ధ నిరోధంబులు లేక విచ్చలవిడిం దర్పింతు, రా దివ్య శో
భనుఁ డెట్లుండిన నుండెఁ గాక; కలవే బంధంబు లుర్వీశ్వరా!""",మత్తేభము
"""మండిత మూర్తితోఁ గనకమాలికతో శుభలక్షణుండవై
యుండెడు నీకు దుష్టపు మహోరగదేహ మిదేల వచ్చె? నె
వ్వండవు? నామ మెయ్యది? భవంబున కెద్ది మిషంబు? నాకునొం
డొండ యెఱుంగఁ జెప్పుము బుధోత్తమ! నీపని చోద్యమయ్యెడిన్.""",ఉత్పలమాల
"""యదుకులమందు భక్తుల భయంబు హరించుటకున్ జనార్దనుం
డుదయము నొంది యీ యడవి కొక్క దినంబున రాఁగలండు త
త్పదమున నీవు దన్నఁబడి పన్నగ దేహముతోడఁ బాసి నీ
మొదలిటి మేనుఁ గాంచెదవు మూఢుఁడ! పొ"" మ్మని రో! దయానిధీ!""",చంపకమాల
"""నినుఁ జింతించిన విన్నఁ బేరుకొనినన్ నిర్మూలమై క్రుస్సి పా
పనికాయంబు వినష్టమౌ నఁట; భవత్పాదంబు నా మీఁదఁ బె
ట్టినఁ దద్భ్రాహ్మణశాపసంజనిత కౌటిల్యంబు దా నిల్చునే?
వనజాతేక్షణ! నేడు బాసె నురగత్వం బెల్ల నేఁ బోయెదన్.""",మత్తేభము
"""మఱి యొకనాటి రాత్రి బలమాధవు లుజ్జ్వల వస్త్రమాలికా
ధరులును లేపనాభరణ ధారులునై చని మల్లికాది పు
ష్పరస నిమగ్నమైన మధుపంబుల గీతము వించుఁ దద్వనాం
తరమున వెన్నెలన్ వ్రజనితంబిను లుండగఁ బాడి రింపుగన్.""",చంపకమాల
"""గ్రద్దన సాలవృక్షములు గైకొని బల్లిదు లన్నదమ్ము లా
యిద్దఱు కాలమృత్యువుల యేపున వే చని “యోడకుండుఁ డో!
ముద్దియలార!” యంచుఁ దను ముట్టినఁ జూచి కలంగి గుహ్యకుం
డుద్దవడిం దగం బఱచె నుత్తర మింతుల డించి భీతుఁడై.""",ఉత్పలమాల
"""ఓరీ! గుహ్యక! పోకుపోకు మని రోషోక్తిం బకారాతి వాఁ
డే రూపంబున నెందుఁ జొచ్చె నెటు బోయెం దోడఁ దా నేగి దు
ర్వారోదంచిత ముష్టి వాని తలఁ ద్రెవ్వంబెట్టి తద్వీరు కో
టీరభ్రాజిత రత్నముం గొనియె దండిన్ గోపికల్ జూడగన్.""",శార్ధూలము
"""భ్రూవిక్షేపముతోడ దాపలి భుజంబుం జెక్కుఁగీలించి కె
మ్మోవిన్ వేణువుఁ గూర్చి సుస్వరముగా మ్రోయించుచు న్నంగుళీ
ప్రావీణ్యంబు విభుండు చూపఁ గని సప్రాణేశలై యుండియున్
నీవీబంధము లూడఁ జొక్కుదురుపో నింగిన్ నిలింపాంగనల్.""",శార్ధూలము
"""నవమాధుర్యము గల్గు కృష్ణు మురళీ నాదామృతస్యందముల్
చెవులం జొచ్చి హృదంతరాళముల భాసిల్లన్ సవత్సంబులై
యువిదా! మేపులకుం దొఱంగి మృగ గోయూధంబు లుత్కంఠతో
దివికిం గంఠము లెత్తి లోవదలుఁబో దేహేంద్రియవ్యాప్తులన్.""",మత్తేభము
"""ఓ! కంజేక్షణ! కృష్ణుఁ డుజ్జ్వలిత హారోద్దాముఁడై గానవి
ద్యాకౌతూహలతన్ మనోజ్ఞ మురళీ ధ్వానంబు గావింపఁగా
నాకర్ణించి సశంపమై మొఱయు నీలాభ్రంబుగాఁ జూచుచుం
గేకారావము లిచ్చుచున్ మురియుఁ బో కేకీంద్రసంఘాతముల్.""",శార్ధూలము
"""లలనా! యేటికి తెల్లవాఱె? రవి యేలా తోఁచెఁ బూర్వాద్రిపైఁ?
గలకాలంబు నహంబు గాక నిశిగాఁ గల్పింపఁ డా బ్రహ్మ దా
వలఱేఁడుం గృపలేఁడు; కీరములు దుర్వారంబు; లెట్లోకదే;
కలదే మాపటికాల మందు మనకుం గంజాక్షు సంభోగముల్.""",మత్తేభము
"""ఎప్పుడు ప్రొద్దు గ్రుంకు? హరి యెప్పుడు గోవుల మేపి వచ్చు? నా
కెప్పుడు తన్ముఖాంబుజ సమీక్షణ మబ్బు? నతండు వచ్చి న
న్నెప్పుడు గారవించుఁ? దుది యెప్పుడు మద్విరహాగ్నిరాశికిం?
జెప్పఁగదమ్మ! బోటి! మరుచేఁతల నుల్లము తల్లడిల్లెడిన్.""",ఉత్పలమాల
"""చెలియా! కృష్ణుఁడు నన్నుఁ బాసి వనముం జేరంగ నయ్యా క్షణం
బులు నా కన్నియు నుండ నుండగఁ దగన్ బూర్ణంబులై సాగి లో
పలఁ దోఁచుం బ్రహరంబులై దినములై పక్షస్వరూపంబులై
నెలలై యబ్దములై మహాయుగములై నిండారు కల్పంబులై.""",మత్తేభము
"""అదె భానుం డపరాద్రిఁ జేరె; నిదె సాయంకాల మేతెంచె; న
ల్లదె గోపాదపరాగ మొప్పెసఁగె; బృందారణ్యమార్గంబు నం
దిదె వీతెంచె వృషేంద్రఘోషము; ప్రియుం డేతెంచె రం డంచుఁ దా
మెదు రేతెంతురు మాపు కృష్ణునికి న య్యింతుల్ పరిభ్రాంతలై.""",మత్తేభము
"""క్రేపులు పాఱె గోవులకుఁ; గ్రేపులు గోవులు గోవృషంబులం
బైపడె; వత్స ధేను వృషభంబులు గోపకులందుఁ జొచ్చె; నా
గోపకు లా వృషేంద్రములు గోవులు లేఁగలు విచ్చిపాఱఁగా
గోపచమూవిభుండు గనె గోవృషదైత్యుఁడు వెంటనంటఁగన్.""",ఉత్పలమాల
"""బాలుర నింతులం బసులఁ బాఱఁగఁ దోలుట బంటుపంతమే
చాలు; వృషాసురేంద్ర! బలసంపదఁ జూపఁగ నెల్లఁబాడి గో
పాలురమందఁ గాదు; చను పైఁబడితేని ప్రచండ కృష్ణశా
ర్దూలము నేడు నీ గళము ద్రుంపక చంపక పోవనిచ్చునే?""",ఉత్పలమాల
"""ఖురముల నేలఁ ద్రవ్వుచు నకుంఠిత వాల సమీరణంబులన్
విరవిరఁ బోయి మేఘములు విప్ప విషాణము లొడ్డికొంచు దు
స్తరతర మూర్తియై వృషభదైత్యుఁడు కన్నుల నిప్పు లొల్కఁగాఁ
దురతుర వచ్చి తాఁకె రిపుదుర్మదమోచనుఁ బద్మలోచనున్.""",చంపకమాల
"""యాదవకుంజరుండు వృషభాసురు కొమ్ములు రెండుఁ బట్టి య
ష్టాదశపాదమాత్రము గజంబు గజంబును ద్రొబ్బు కైవడిన్
భేదిల ద్రొబ్బ న య్యసుర పిమ్మిటి నొంది చెమర్చి మ్రొగ్గి దు
ర్మాదముతోడ డీకొనెఁ బ్రమత్తవిమర్దను నా జనార్దునున్.""",ఉత్పలమాల
"""ఘనుఁడొకనాడు నారదుఁడు కంసునితోడ యశోద కూఁతు దాఁ
గనుటయుఁ జక్రి దేవకికి గర్భజుఁ డౌటయు మున్ను రోహిణీ
తనయుఁడు రాముఁడౌటయును దద్విభు లిద్దఱు మంద నున్నవా
రని యెఱుఁగంగఁ జెప్పిన మహాద్భుత మంచుఁ జలించి గిన్కతోన్.""",చంపకమాల
"""కొడుకుల మందలోన నిడి గొంటుతనంబున మోసపుచ్చె నీ
బడుగునుఁ బట్టి చంపు టిది భావ్య"" మటంచుఁ గృపాణపాణి యై
వడి వసుదేవునిం దునుమ వచ్చిన కంసునిఁ జూచి నారదుం
డుడుగుము చంపఁ బోల దని యోడక మానిచి పోయె మింటికిన్.""",చంపకమాల
"""ఎందున్ నన్నెదిరించి పోరుటకు దేవేంద్రాదులుం జాల రీ
బృందారణ్యము మంద నిప్పుడు మదాభీరార్భకుల్ రామ గో
విందుల్ వర్ధిలుచున్న వారఁట రణోర్విం గంసుని ద్రుంతు మం
చున్ దర్పంబులు పల్కుచుందు రఁట యీ చోద్యంబులన్ వింటిరే?""",శార్ధూలము
"""విన్నాణంబులఁ బోరనేర్తురు మహావీర్యప్రతాపాది సం
పన్నుల్ మీరలు మేటి మల్లుగములం బ్రఖ్యాతులై పెంపుతో
మన్నా రా బలకృష్ణులం బెనఁకువన్ మర్దించి మత్ప్రీతి కా
సన్నుల్ గండు పురీజనుల్ పొగడ నో! చాణూర! యో! ముష్టికా!""",శార్ధూలము
"""రారా హస్తిపకేంద్ర! గండమదధారాగంధలోభాంధ గం
భీరాళివ్రజమైన మత్కువలయాపీడద్విపేంద్రంబు మ
ద్వారోదంచిత దేహళీపరిసరస్తంభంబు డాయంగ నా
భీరుల్ రా నదలించి డీకొలుపుమీ బీరంబు తోరంబుగన్.""",శార్ధూలము
"""అక్రూరత్వముతోడ నీవు మనఁగా నక్రూరనామంబు ని
ర్వక్రత్వంబునఁ జెల్లె మైత్రి సలుపన్ వచ్చున్ నినుం జేరి నీ
వక్రోధుండవు మందలోన బలకృష్ణాభీరు లస్మద్వినా
శక్రీడారతులై చరింతురఁట యోజందెచ్చి యొప్పింపవే.""",శార్ధూలము
"""కొండల్గూలఁగఁ ద్రొబ్బు కొమ్ముల తుదిం గోపించి కోరాడుచో
దండిన్ దండి నధఃకరించు నొకవేదండంబు నా యింట బ్ర
హ్మాండంబైనఁ గదల్పనోపు బలకృష్ణాభీరులం బోరిలో
ఖండింపం దడవెంత? దాని; కదియుం గాదేని నక్రూరకా!""",శార్ధూలము
"""చాణూరుండును ముష్టికుండును సభాసంఖ్యాతమల్లుల్ జగ
త్ప్రాణున్ మెచ్చరు సత్వసంపదల బాహాబాహి సంగ్రామపా
రీణుల్ వారలు రామకృష్ణుల బలోద్రేకంబు సైరింతురే?
క్షీణప్రాణులఁ జేసి చూపుదురు సంసిద్ధంబు యుద్ధంబునన్.""",శార్ధూలము
"""పంపినఁ బోనివాఁడనె నృపాలక! మానవు లెన్న తమ్ము నూ
హింపరు దైవయోగముల నించుకఁ గానరు తోఁచినట్లు ని
ష్కంపగతిం చరింతు రది గాదన వచ్చునె? యీశ్వరేచ్ఛఁ ద
ప్పింపఁగ రాదు నీ పగతు బిడ్డలఁ దెచ్చెదఁ బోయి వచ్చెదన్.""",ఉత్పలమాల
"""పేదల ఘోషగోపకుల బిట్టదలించుట వీరధర్మమా?
కాదు; వ్రజంబులో దనుజఘస్మరుఁ డే"" డని తన్ను రోయు క్ర
వ్యాదునిఁ జూచి గోపకుల కడ్డమువచ్చి ""నిశాట! యింకఁ బో
రా"" దని శౌరి చీరె మృగరాజు క్రియన్ నెదిరించె దైత్యుఁడున్.""",ఉత్పలమాల
"""తన్నిన తన్నునం బడక దానవహంత సమీకరంతయై
కన్నులఁ గెంపు పెంపెనయ గ్రక్కున ఘోటనిశాటు పాదముల్
వన్నె చెడంగఁ బట్టి పడవైచె ధనుశ్శతమాత్రదూరమున్
పన్నగడింభమున్ విసరి పాఱఁగవైచు ఖగేంద్రు కైవడిన్.""",ఉత్పలమాల
"""వైచిన మ్రొగ్గి లేచి వెస వాజినిశాటుఁడు హుంకరించి సం
కోచము లేక పైఁ బడిన గోపకులేంద్రుఁడు దిగ్గజేంద్ర శుం
డాచటుల ప్రభాబల విడంబకమైన భుజార్గళంబు దో
షాచరు నోటిలోన నిడెఁ జండఫణిన్ గుహ నుంచుకైవడిన్.""",ఉత్పలమాల
"""దంభోళిప్రతిమాన కర్కశ మహోద్యద్వామ దోఃస్తంభమున్
శుంభల్లీల నఘారి వాని రదముల్ చూర్ణంబులై రాలఁగా
గంభీరంబుగఁ గుక్షిలోఁ జొనిపి వీఁకన్ వృద్ధిఁ బొందించుచున్
గుంభించెం బవనంబు పిక్కటిలఁ దత్కుక్షిన్ నరేంద్రోత్తమా!""",శార్ధూలము
"""కృష్ణా! నీ వొనరించు కార్యములు లెక్కింపన్ సమర్థుండె? వ
ర్ధిష్ణుండైన విధాత మూఁడుగుణముల్ దీపించు లోపించు రో
చిష్ణుత్వంబున నుండు నీవలన; నిస్సీమంబు నీ రూపు నిన్
విష్ణున్ జిష్ణు సహిష్ణు నీశు నమితున్ విశ్వేశ్వరున్ మ్రొక్కెదన్.""",శార్ధూలము
"""ఆలో దొంగలలో మయాసురసుతుం డాద్యుండు వ్యోముండు గో
పాలుండై చని మేషకల్పనలతో భాసిల్లి క్రీడించు త
ద్బాల వ్రాతము నెల్ల మెల్లనఁ జతుఃపంచావశిష్టంబుగా
శైలాంతర్గుహలోనికిం గొనిచనెం జౌర్యం బవార్యంబుగన్.""",శార్ధూలము
"""వీరుఁడు మాధవుం డఖిలవేది నిశాచరభేది నవ్వుతో
""నౌర! నిశాట! దొంగతన మచ్చుపడెన్ నెఱదొంగ వౌదు; వా
భీరుల నెల్ల శైలగుహఁ బెట్టితి చిక్కినవారిఁ బెట్టరా;
రార"" యటంచుఁ బట్టె మృగరాజు వృకాఖ్యముఁ బట్టు కైవడిన్.""",ఉత్పలమాల
"""పంకజలోచనుం డొడిసి పట్టిన శైలనిభాసురాకృతిన్
బింకముతోడఁ బొంగి విడిపించుకొనంగ బలంబు లేమి లో
శంకిలి బిట్టు తన్నుకొనఁ జక్కన నా రణభీము వ్యోమునిం
గొంకక కూల్చె న వ్విభుఁడు గోయని మింట సుపర్వు లార్వఁగన్.""",ఉత్పలమాల
"""ఎట్టి తపంబుఁ జేయఁబడె? నెట్టి చరిత్రము లబ్ధమయ్యెనో?
యెట్టి ధనంబు లర్హులకు నీఁబడెనో తొలిబామునందు; నా
యట్టి వివేకహీనునకు నాదిమునీంద్రులు యోగదృష్టులం
బట్టఁగలేని యీశ్వరుని బ్రహ్మమయున్ హరిఁ జూడఁగల్గెడిన్.""",ఉత్పలమాల
"""సూరులు దొల్లి యే విభుని శోభిత పాదనఖ ప్రభావళిం
జేరి భవాంధకారములఁ జిక్కక దాఁటుదు రట్టి దేవునిన్
వైరముతోడనైనఁ బిలువన్ ననుఁ బంచి శుభంబుఁ జేసె ని
ష్కారణ ప్రేమతోడ; నిదె కంసునిఁ బోలు సఖుండు గల్గునే.""",ఉత్పలమాల
"""ఇతఁడా కంసునిచేతఁ బంపువడి నన్ హింసింప నేతెంచినాఁ
డతిదుష్టుం డని చూచునో? సకలభూతాంతర్బహిర్మధ్య సం
గతుఁ డౌటం దలపోసి నన్ను సుజనుంగాఁ జూచునో? యెట్టి యు
న్నతిఁ గావించునొ? యే క్రియం బలుకునో? నా భాగ్య మెట్లున్నదో?""",మత్తేభము
"""అలకభ్రాజితమై సుధాంశునిభమై హాసప్రభోద్దామమై
జలజాక్షంబయి కర్ణకుండల విరాజద్గండమై యున్న యా
జలజాతాక్షు ముఖంబు చూడఁగలుగున్ సత్యంబుపో నాకు నా
వలది క్కేగుచు నున్న వీ వనమృగ వ్రాతంబు లీ త్రోవలన్.""",మత్తేభము
"""మాపటివేళ నేను చని మాధవుపాదసమీప మందు దం
డాపతితుండనైన నతఁ డాశుగకాలభుజంగవేగ సం
తాపిత భక్తలోక భయ దారణమైన కరాబ్జ మౌదలన్
మోపి హసించి నా కభయముం గృపతోడుత నీయకుండునే?""",ఉత్పలమాల
"""కనె నక్రూరుఁడు పద్మనేత్రులను రంగద్గాత్రులన్ ధేను దో
హన వాటీగతులన్ నలంకృతుల నుద్యద్భాసులం బీత నీ
ల నవీనోజ్జ్వలవాసులం గుసుమమాలాధారులన్ ధీరులన్
వనితాకాములఁ గృష్ణరాముల జగద్వంద్యక్రమోద్దాములన్.""",మత్తేభము
"""శుభమే నీకుఁ? బ్రమోదమే సఖులకుం? జుట్టాలకున్ క్షేమమే?
యభయంబే ప్రజకెల్ల? గోత్రజుల కత్యానందమే? మామ ము
క్త భయుండే? వసుదేవ దేవకులు తత్కారాగృహం బందు మ
త్ప్రభవ వ్యాజ నిబద్ధులై బ్రతికిరే ప్రాణానిలోపేతులై?""",మత్తేభము
"""నెఱి నేడిక్కడ నీవు రాఁగ వగతో నీతోడ నేమైన నా
కెఱుఁగం జెప్పుమటంచుఁ జెప్పరు గదా యేమందు? రా వార్త యే
తెఱఁగున్ లేదని డస్సిరో వగచిరో దీనత్వముం జెందిరో
వెఱతో నా తలిదండ్రు లెట్లుపడిరో? విన్పింపు మక్రూరకా!""",మత్తేభము
"""భూనాథుండు మఖంబుఁ జూఁడఁ బిలువం బుత్తెంచినాఁ డవ్విభుం
గానం బోవలెఁ బాలు నెయ్యి పెరుగుల్గట్నంబులుం గానుకల్
మీ నేర్పొప్పఁగఁ గూడఁబెట్టుఁడు తగన్ మీమీ నివాసంబులన్
యానంబుల్ గొనిరండు పొండు మథురా యాత్రాభిముఖ్యంబుగన్.""",శార్ధూలము
"""హరినవ్వుల్ హరిమాటలున్ హరిమనోజ్ఞాలాపముల్ లీలలున్
హరివేడ్కల్ హరిమన్ననల్ హరికరాబ్జాలంబనాహ్వానముల్
హరిణీలోచన లందఱున్ మఱి యుపాయం బెట్లొకో యంచు లో
నెరియన్ ముచ్చటలాడి రంత గములై యేకాంత గేహంబులన్.""",మత్తేభము
"""మేటి గృహస్థు బ్రహ్మ యని మిక్కిలి నమ్మితి మమ్మ! చూడ నే
పాటియు లేదు మాకుఁ బరిపాలకుఁడైన సరోజనేత్రు ని
చ్చోట వసింపనీక నొకచోటికిఁ బో విధియించి పిన్నబి
డ్డాటలు చేసె నీ దుడుకు లక్కట! భారతికైనఁ జెప్పరే.""",ఉత్పలమాల
"""రమ్మని చీరినంతనె పురంబున కేగెడుఁ గాని నన్ను నీ
కొమ్మలు నమ్మినారు మరుకోలల కగ్గము చేసి పోవఁగా
ముమ్మరమైన తాపమున మ్రొగ్గుదురో యనఁ డంబుజాక్షుఁ డా
యమ్మలు గోపవృద్ధులు ప్రయాణము వల్దనరైరి చెల్లరే!""",ఉత్పలమాల
"""అక్రూరుం డని పేరుపెట్టుకొని నేఁ డస్మన్మనోవల్లభుం
జక్రిన్ మాకడఁ బాపికొంచు నరుగం జర్చించి యేతెంచినాఁ
డక్రూరుం డఁట క్రూరుఁ డీతఁడు నిజం బక్రూరుఁ డౌనేని ని
ర్వక్రత్వంబునఁ గృష్ణుఁ బెట్టి తన త్రోవంబో విచారింపఁడే?""",శార్ధూలము
"""ఫుల్లసరోజలోచనలు పూర్ణసుధాంశుముఖుల్ పురాంగనల్
మెల్లనె యెల్లి పట్టణము మేడలనుండి సువర్ణ లాజముల్
చల్లఁగ వారిఁ జూచి హరి సంగతి చేయఁదలంచుఁ గాక వ్రే
పల్లె వసించు ముద్దియలపైఁబడ నేల తలంచు నక్కటా!""",ఉత్పలమాల
"""హరినేలా కొనిపోయె"" దంచు మన మా యక్రూరుఁ బ్రార్థింతమా?
హరిఁ ""బోనీకుఁడు నిల్పరే"" యనుచు నేఁ డర్చింతమా వేల్పులన్?
హరిపాదంబుల కడ్డముల్ పడుదమా; హా దైవమా"" యంచు నా
తరుణుల్ కొప్పులుఁ జీరలున్ మఱచి కందర్పజ్వర భ్రాంతలై.""",మత్తేభము
"""ఉవిదల్ సిగ్గులు మాని కన్గవల నీ రొండొండ వర్షించుచున్
వివశత్వంబులతోఁ గపోలతట సంవిన్యస్త హస్తాబ్జలై
పవనోద్ధూతలతాభలై ""మముఁ గృపం బాలింపు గోవింద! మా
ధవ! దామోదర!"" యంచు నేడ్చిరి సుజాతంబైన గీతంబులన్.""",మత్తేభము
"""అదె చనుచున్నవాఁడు ప్రియుఁ డల్లదె తేరదె వైజయంతి య
ల్లదె రథ ఘోటకాంఘ్రి రజమా దెస మార్గము చూడుఁ"" డంచు లో
నొదవెడి మక్కువన్ హరిరథోన్ముఖలై గములై వ్రజాంగనల్
గదలక నిల్చిచూచి రటు కన్నుల కబ్బినయంత దూరమున్.""",చంపకమాల
"""స్నానము చేసిచేసి నది చల్లని నీటను రామకృష్ణులన్
మానుగఁ జూచి ""వారు రథమధ్యముపై వసియించి యున్నవా
రీ నది నీటిలోపలికి నెప్పుడు వచ్చి?"" రటంచు లేచి మే
ధానిధి చూచె వారిని రథస్థుల భక్తమనోరథస్థులన్.""",ఉత్పలమాల
"""కంటిన్ మున్ను రథంబుపై; జలములోఁ గంటిం దుదిం గ్రమ్మఱం
గంటిం దొంటి రథంబుమీఁద; నిదె యీ కల్యాణచారిత్రు లే
వెంటం దోఁచిరి రెండు దిక్కుల; మనోవిభ్రాంతియో? నీటిలో
నుం టాశ్చర్యము; చూతు"" నంచు మఱియు న్నూహించి మగ్నాంగుఁడై.""",శార్ధూలము
"""పోషిత బాంధవుండు యదుపుంగవుఁ డా జల మందుఁ గాంచె స
ద్భాషు సహస్రమస్తక విభాసిత భూషు నహీశు భూమిభృ
ద్వేషుఁ గృపాభిలాషుఁ బ్రతివీర చమూ విజిగీషు నిత్య సం
తోషు నరోషు నిర్దళితదోషు ననేక విశేషు శేషునిన్.""",ఉత్పలమాల
"""కలలం బోలెడి పుత్రమిత్ర వనితాగారాది సంయోగముల్
జలవాంఛారతి నెండమావులకు నాసల్ చేయు చందంబునం
దలఁతున్ సత్యములంచు; మూఢుఁడ వృధాతత్వజ్ఞుఁడన్నాకు నీ
విలసత్పాదయుగంబుఁ జూపి కరుణన్ వీక్షింపు లక్ష్మీపతీ!""",మత్తేభము
"""పరిఖల్ గోటలు కొమ్మలుం బడగలుం బ్రాసాదముల్ వీధులున్
హరులుం దేరులు వీరులున్ గజములున్ హర్మ్యంబులున్ వాద్యముల్
తరుణుల్ ధాన్యములున్ ధనంబులు మహోద్యానంబులున్ దీర్ఘికల్
గర మాశ్చర్యరుచిం దనర్చు మథురన్ గాంచెన్ విభుం డంతటన్.""",మత్తేభము
"""నంద తపఃఫలంబు సుగుణంబుల పుంజము; గోపకామినీ
బృందము నోముపంట; సిరివిందు దయాంబుధి యోగిబృందముల్
డెందము లందుఁ గోరెడు కడింది నిధానము చేరవచ్చె నో!
సుందరులార! రండు చని చూతము కన్నుల కోర్కిదీరఁగన్. """,ఉత్పలమాల
"""చెలియా! గోపిక లీ కుమారతిలకుం జింతించుచుం బాడుచుం
గలయం బల్కుచు నంటుచున్ నగుచు నాకర్షించుచున్ హస్తగా
మలకక్రీడకుఁ దెచ్చి నిచ్చలును సమ్మానంబులం బొందఁగాఁ
దొలి జన్మంబుల నేమి నోఁచిరొ కదే దుర్గప్రదేశంబులన్?""",మత్తేభము
"""విందులమై నరేశ్వరుని వీటికి వచ్చితి మేము; మాకు మా
మందలలోనఁ గట్టికొన మంచి పటంబులు లేవు; నీ ముడిన్
సుందరధౌత చేలములు శోభిలుచున్నవి; తెమ్ము నిన్ను మే
లందెడు; నిమ్ము రాజుదెస నల్లుర; మో! రజకాన్వయాగ్రణీ!""",ఉత్పలమాల
"""ఎట్టెట్రా? మనుజేంద్రు చేలములు మీ కీఁ బాడియే? మీరలుం
గట్టం బోలుదురే? పయో ఘృత దధి గ్రాసంబులన్ మత్తులై
యిట్టాడం జనెఁగాక గొల్లలకు మీ కెబ్బంగి నోరాడెడిన్;
గట్టా! ప్రాణముఁ గోలుపోయెదు సుమీ కంసోద్ధతిన్ బాలకా!""",శార్ధూలము
"""కారుణ్యంబున వానిఁ గైకొని యలంకారంబు గావించి శృం
గారోదంచిత దిగ్గజేంద్ర కలభాకారంబులం బొల్చి రా
శూరుల్; మాధవుఁ డంత వాయకుని శుశ్రూషన్ మహాప్రీతుఁడై
సారూప్యంబును లక్ష్మియు న్నొసఁగె నైశ్వర్యాది సంధాయియై.""",శార్ధూలము
